,Date,User,Nickname,Tweet,URL
10,2022-11-07 12:24:31+00:00,uUhK0gnGAUeUhv1,쫑알쫑알이,"남자가 평소 안하던 악세서리를 하고 나왔어.
잘어울리시네요. 멋스러워요.
라는 칭찬 들으면 기분 좋잖아
여자도 신경써서 화장하고 예쁜 힐 골라서 신고 나가면 키가 큰 지 작은 지 신경쓰지말고 예쁘다고 잘어울린다고 말 한마디 해줘라 쫌
안어울려도 뭐 어때! 칭찬은 고래도 춤추게 한다는데",https://twitter.com/uUhK0gnGAUeUhv1/status/1589594647588143107
11,2022-06-29 03:15:40+00:00,petit_amant,"스케일링★고구마,휴지통,드라이어,이발,쿨러,파워,헤어롤",의외로여자들..화장한남자봐도 별생각없음 편견있는건남자들이지 진한색조화장얘기.하는거임,https://twitter.com/petit_amant/status/1541983711050080257
12,2022-09-14 04:19:56+00:00,xxjaehyunxxx,모닝하트,"@xmallangpeachx 그쵸 진짜 외모 관리도 제대로 못하면서 병크 터지기도 일쑤고,,, 꼭 덕질을 하지 않더라도 잘생긴 남자 나오는 영상물을 보고싶은데 그것도 진짜 찾기 쉽지 않더라구요ㅠ",https://twitter.com/xxjaehyunxxx/status/1569903752907472897
13,2022-12-09 06:38:53+00:00,sophie_my_vox,sophie,여자들이 유산을 받기에 주로 집안의 큰 일을 하고 남자들은 여자의 선택을 받기위해 자신을 가꾸고 화장과 패션과 몸매에 신경쓰는게 참 재밌었음. ‘삼촌’이나 ‘아저씨’로 어머니나 여자 어르신 곁에서 ‘장례’나 잔치날 ‘도살’같은 신성한 여성이 하면 안되는 불경한 일들을 처리한다는데 오…,https://twitter.com/sophie_my_vox/status/1601104074182918144
14,2022-01-01 00:30:40+00:00,yunn_wall,윤월,"그리고 유즈루가 화장도 할 줄 안다는것도,,
이 완벽한 남자 어쩔거야ㅠ https://t.co/IUzE7hRJI9",https://twitter.com/yunn_wall/status/1477074761146834948
15,2022-09-25 17:05:45+00:00,00wwbdw,자면이,"놀이공원에 교복 입고 놀러간 바이브야 좋다..

교복입고 화장 연하게한거 너무 좋아
한쪽 입꼬리만 올리고 찍어서 장난스런 느낌나서 좋고 
머리 약간 반깐이라 남자같아서 좋아 https://t.co/miaqRbNFgK",https://twitter.com/00wwbdw/status/1574082740542021637
16,2022-10-04 15:13:12+00:00,sinainaruHYCNe,모미,퇴근하자마자렌즈도못빼고화장도못지우고총공달리게한남자에스에프나인이처음입니다책임지세요,https://twitter.com/sinainaruHYCNe/status/1577315909106282496
17,2022-10-11 07:44:16+00:00,Kkol_9377,꼴값,애두라 요즘 사이비 왤케 무섭냐 ㅆㅂ 화장 다 녹고 개 폐인 상태로 지하철타고 집가는데 어떤 남자가 취향이라고 번호달라는거 거절했는데 계속 따라와서 지금 카페에 10분동안 죽치고 앉아있음 존나 무서워 씨바랄... 5분만 더 기다렸다가 안가면 아빠불러야지 띠발,https://twitter.com/Kkol_9377/status/1579739646942416896
18,2022-11-21 12:11:06+00:00,hu_wa_08,ふわ,"내 취향의 남자 오탁후를 찾았다
이분만 파야지....화장 심하게 안하는 사람이 체고임",https://twitter.com/hu_wa_08/status/1594664701644136448
19,2022-01-18 08:35:39+00:00,dongtori_223,도토리,@govl_28 저런 화장도 소화하는 남자 그의 이름 김동현,https://twitter.com/dongtori_223/status/1483357406596071434
20,2022-04-27 02:12:44+00:00,NochOrion,いっちゃん,@JaeJal24 후 남자용 화장 어디서 배우면 되나요?,https://twitter.com/NochOrion/status/1519137441596469248
21,2022-11-24 11:12:35+00:00,doogen_say,두근두근 대사봇,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",https://twitter.com/doogen_say/status/1595737135155359744
22,2022-07-05 15:24:51+00:00,dou__shiyoka,뜰,홋 화장한 눈 진짜진짜 좋음....메이크업 안 하면 너무 걍 남자애같은디 또 https://t.co/Q5LaQS0Lhl,https://twitter.com/dou__shiyoka/status/1544341546241118210
23,2022-08-08 13:42:50+00:00,londeupi,론드,나는 남자가 빡세게 화장한 거 좋아 https://t.co/oFWeqqKisW,https://twitter.com/londeupi/status/1556637057346260992
24,2022-10-20 10:12:08+00:00,dang_dam_,당담,클로에  미쳤다.. 안 그러던 애가 갑자기 저런 화장을... 애기가 남자로 보여요,https://twitter.com/dang_dam_/status/1583038347752398848
25,2022-06-26 15:16:46+00:00,des_Flaneur,산책자 Binge watcher,"일월신교 좌사는 얼굴을 망쳐 신분을 감추려 이정도 까지 해버리니까

그러네 이런 고자극으로 무협을 시작했으니 😂

이 홍콩 영화도 김용 무협인가요 😂
캐붕 왜곡 대잔치

임영영 ㅠㅠ
진짜 뭘 관계를 꼬아도 이렇게 꼬았어
숙부랑 조카가 한 남자를 orz

화장씬 최고라고 #어흐흨 
시시 안타깝다",https://twitter.com/des_Flaneur/status/1541078021112664075
26,2022-03-09 14:08:29+00:00,your_fav_sauce,쏘쓰맨,"진짜 최소한의 자기관리, 예를들몃 옷을 못개거나 개인물품 못챙기는 20대초남자들 너무많다고 탄식하는데 100이면 100 스토리가 다양해서 웃겨",https://twitter.com/your_fav_sauce/status/1501560559443283969
27,2022-06-01 11:45:59+00:00,lodRQfLI2zB3e90,1029,김녕빊 어떨 때는 노잼이라 놀리고 싶은데 어떨 땐 오? 웃기네? 한 건 하네? 싶고 화장 해서 그런 거지 민낯은 별로라면서 민낯으로 브이앱 자주 오고 노출에 엄격한가 싶다가도 은근 매무새 허벌임 뭐하는 사람이지? 이 남자를 더 알고 싶다... 일 년으론 부족했다...,https://twitter.com/lodRQfLI2zB3e90/status/1531965277730385920
28,2022-11-06 16:11:34+00:00,rikuu_yuseii,逆転(반동결❄️),"'화장도 머리 세팅도 다 널 위해서야'
'네 취향에 맞는 귀여운 여자(남자)가 되고싶어'",https://twitter.com/rikuu_yuseii/status/1589289397081747456
29,2022-11-23 07:52:24+00:00,ihyeonj75952596,짱주혁,아 진짜 이런얼굴을 어떻게 찬양안하냐고요 미쳤어 진짜.. 어떻게 이렇게 말갛고 청순할수가있지ㅠㅠ 남자얼굴이? 아 너무 잘생겼다 미쳤어ㅠㅠㅠㅠㅠㅠㅠㅠㅠ화장기 하나없는 저 얼굴이 사람진짜 돌게함 맨날 하는말인데 남주혁은 독보적입니다 아무나 부비지마세요시발 ㅠㅠ남주혁은 원앤온리!!! https://t.co/vs1smBTmyu,https://twitter.com/ihyeonj75952596/status/1595324370360360960
30,2022-07-28 08:39:42+00:00,now_wnow,야자🏝,때는 페르피냥에서 어떤 남자를 만났을 때였는 데 그 때는 불어를 못 알아들어도 탕웨이처럼 그냥 웃음만 짓는 상태였음 그 친구가 아빠가 어쩌구 했는데 아빠랑 같이 사나부다 하고 술이나 먹고 걔네 집에 갔는데 문 옆에 긴 갈색 롱웨이브 가발에 화려한 원피스를 입고 화장을 진하게 한 중년남자가,https://twitter.com/now_wnow/status/1552574506761347073
31,2022-05-17 13:24:01+00:00,GayLifeForever,호모숙피엔스,"우리 할머니 존나 편견없음 드라마 내용 뭐 물어보길래 설명해줫는대
잘못알아들어서
엉? 남잔데 남자친구가 있어? 그래~
이러고 화장실감
나만 아무생각없이 잇다가 위화감ㅈㄴ듬",https://twitter.com/GayLifeForever/status/1526554129048317952
32,2022-06-28 07:11:08+00:00,wi_dug,두기,옛날사진봤더니 여자애들은 화장이랑 머리 톤그로 지려도 애기같고 풋풋하고 귀여운데 남자애들은 걍 색다르게 못생김..,https://twitter.com/wi_dug/status/1541680583944077314
33,2022-07-30 12:19:25+00:00,roastMuertos,뷌븽븽,@qqqqqqqqqzzzzz 바코드가 남자얼굴에할수있는화장중 가장아름답고 합법으로 허용된거아니었어? 님잘하고있는거야,https://twitter.com/roastMuertos/status/1553354576815763456
34,2022-05-03 04:27:32+00:00,LiEat_copipe_kr,LiEat 카피페 봇,"진:그러고보면, 여자애가 화장실에 갈 때 ""잠시 화장 좀 고치고 올게요"" 라고 하잖아? 그거의 남자판을 생각해보자고 해서, 남자다움을 자아내면서, 오래걸려도 괜찮을 것 같은걸 생각했더니 ""잠시 곰 사냥하고 올게""가 되었어. 난 의지로라도 계속 쓸거야.",https://twitter.com/LiEat_copipe_kr/status/1521345688873107456
35,2022-04-29 01:53:07+00:00,yeajisooman,yeajisooman || ᵉᵛᵉ,"서예지, 파격 탱고복+스모키 화장…남자 홀리는 손끝 유혹 ('이브') (출처 : 텐아시아 | 네이버 TV연예) https://t.co/GcAXgzBVmB",https://twitter.com/yeajisooman/status/1519857279658770432
36,2022-04-11 14:58:29+00:00,xto_cherish,ᴄʜᴇʀɪsʜ,"댕웃긴영상..딱봐도 그뉵빵빵인 남자 셋이 서로 피부 관리 해줌..더 웃긴 건 이 남자..손수 팩 붙여주고 있음 얼마나 피부 관리에 진심인지 알 수 있는,, 
이러니 피부가 🥚같지..
외모관리에 진심인 남자 캡조아.
https://t.co/jNwqb2hU76",https://twitter.com/xto_cherish/status/1513531941613879298
37,2022-09-01 04:45:27+00:00,inehana_,이네하나,미친놈인데 그래서 더 좋음... 그냥... 화장을 하든 말든 장신구를 끼든말든 알파미는 숨겨지질 않는... 이 남자... 지우 남편이에요(날조,https://twitter.com/inehana_/status/1565199131416875008
38,2022-11-29 12:58:05+00:00,Irwen_2407,르웬,진짜로 남자들은 잘 모르겠는데 여자들은 화장 지우고 옷도 비슷하면 20대랑 10대 후반이랑은 큰차이 없지 않나 싶음……,https://twitter.com/Irwen_2407/status/1597575627376590848
39,2022-01-22 13:39:10+00:00,vindemia1024,M̤̮ I̤̮ A̤̮,@white_camelia_7 살아남은 로맨스 재밋서요 네웹 일요인가 토요웹툰이구 화장지워주는 남자 작가님 차기작이얌,https://twitter.com/vindemia1024/status/1484883338691166208
40,2022-01-15 09:26:47+00:00,a01086147617,a01086147617@gmail.com,"트랜스젠더는 정신질환자다. 사슴이 뿔을 떼고 수염 붙여도 호랑이가 되지 않는다. 남자가 가슴에 실리콘 넣어 볼륨 만들고 화장을 해도, 아이를 낳을 수 없고, 모유도 나오지 않는다. 스스로 여자로 착각할 뿐이다. 표를 얻기 위해, 치유받아야 할 트랜스젠더를 부추기는 정치인 역시 정신질환자다.",https://twitter.com/a01086147617/status/1482283108708024328
41,2022-10-14 06:24:02+00:00,bestsound4,"dae-hyung, lee","[ #Tistory ] 7381832801 보행자출입금지 이곳은 차량,장비 전용 출입구입니다 2720 7381832801 보행자출입금지 이곳은 차량,장비 전용 출입구입니다 2720 7381845032 여자 샤워실 Shower stell Woman 2720 7381850656 남자 화장.. https://t.co/SaiVmWc4Sx",https://twitter.com/bestsound4/status/1580806618601529344
42,2022-08-22 12:01:40+00:00,yumenosekai_S2,💙ユメソダ🥤,개인적으로 화장하고 본인 관리 어느정도 어설프게 하는 남자 진짜 귀여움,https://twitter.com/yumenosekai_S2/status/1561685029167648768
43,2022-10-02 18:21:20+00:00,nekojjangg,네코,오늘 화장 잘먹엇는데 어떤 남자 본다고 내 사진 한장을 못찍엇네 😒😒,https://twitter.com/nekojjangg/status/1576638478049513472
44,2022-11-30 17:16:24+00:00,_woo_jeong_,𝐽𝑒𝑜𝑛𝑔,"2층으로 올라가자 마자 1층 보다 작지만 아늑해 보이는 거실과 양쪽으로 보이는 두개의 문. 슬라이드로 된 완쪽 문을 여니 2층 침대 두개와 드레스 룸, 화장대, 화장실이 딸려있는 넓은 방.

- 여기 화장대 있는거 보니 여자방 같은데요?
• 엄청 넓네요! 너무 좋다!! 그럼 반대쪽이 남자 방인가?",https://twitter.com/_woo_jeong_/status/1598003019970662400
45,2022-10-19 02:48:04+00:00,salt___sour,소금,"이거 더 풀어보고 싶음..
엱준이 누나 있다는 설정으로 
누나가 화장품 사업 시작했는데 
처음이라 진짜 돈도 사람도 없어서 
엱준이한테 립 발색샷 모델 부탁하는거..
엱준이야 뭐 어렸을 때부터 누나랑 화장놀이도 (당)했고 (누나덕분에)남자라도 화장품에 거부감 없고..용돈이나 벌어보자싶어 ok함",https://twitter.com/salt___sour/status/1582564207840866304
46,2022-05-19 14:16:30+00:00,kihwa_a,기화,두목 남편으로 키 198추정에 화장 진하게하고 예쁘고 똑똑하고 기분파에 폭군이긴한데 상냥하고 사파들 최초로 1통한 남자 어때요,https://twitter.com/kihwa_a/status/1527292116665110529
47,2022-09-22 07:52:50+00:00,hyuil17,휴일,여자가 남장하면 안 부끄러워하는데 남자는 여장하면 왜 부끄러워하지? 그리고 여장이라면서 맨날 야한 옷 입고 이상한 화장해. 😡,https://twitter.com/hyuil17/status/1572856434815283200
48,2022-12-01 12:50:39+00:00,zanzanguri,💗구리💗,"유튜브에서 장발에 화장도 이뿌게 하는 남자 봄
우리집 아들램이었음 재밌었겠다 딸램은 머리밀고 아들은 이쁘게 하기댕기기",https://twitter.com/zanzanguri/status/1598298531764527105
49,2022-02-17 12:34:34+00:00,Cookie_nb,(번역커미션)엔비💚💜,화장하고 머리 기르고 로브 입었다고 저게 남자냐~ 하고 탐라 떠들썩해지는 거 개인적으로 맘에 안 듭니다. 성별 고정관념에 얽매이지 않고 다양한 신캐 내는 게 데브 장점 중 하나라고 생각하거든요,https://twitter.com/Cookie_nb/status/1494289166691373062
50,2022-06-29 15:37:03+00:00,mygardenxx,조끼,진짜 관상은 과학인가봐 나 고딩때 같은반에도 이런느낌 남자애 화장하고 여자애들이랑 친했음 https://t.co/M5tRqSD8Fv,https://twitter.com/mygardenxx/status/1542170288426602497
51,2022-11-24 16:13:20+00:00,EDe1_l_l_l_l_,이델,알리사 화장지우고 옷제대로입으면 남자로 오해받는 일 많을것같아서... 플핗에글케써놧는데... 생각해보니까 얘가 브라(*아닙니다)만대충걸치고잇는거예요....,https://twitter.com/EDe1_l_l_l_l_/status/1595812825368518656
52,2022-08-10 13:10:38+00:00,sabokkk_,sabok,아니 설떤남자 화장이 https://t.co/NVKzVRxTgS,https://twitter.com/sabokkk_/status/1557353730894245889
53,2022-10-01 20:44:16+00:00,Mumu_Mobi,살아남으면 살 수 있다. 될 때까지 하면 된다. 내가 가는 곳이 길이다.,"이 쉬운 것들을 못해서 여자를 못 만난다고? 여자들 눈이 다 똥간에 달렸는데도?
이정도는 그냥 한녀들이 하고 살던 기초 플러스 마이너스 알파 아님? 남자가 어떻게 키작다고 힐신냐 화장하냐 뭐 이런 징징 안 받음.",https://twitter.com/Mumu_Mobi/status/1576312062434717698
54,2022-12-07 01:07:41+00:00,mintbim,박하ミント,@roni4860 애초에 근육질 남자가 나오는 릴스가 넘어오질 않아요!!! 언니들이 화장하고 (○´3｀)ﾉ⌒♡*:·! 귀여워서 미안! 하는 영상같은것만 오천개 떠요,https://twitter.com/mintbim/status/1600295950022770688
55,2022-10-03 18:10:59+00:00,good_dochi,굿도치,자기관리 개빡센 남자 그그그그그그극호감 https://t.co/MDjAddcn8o,https://twitter.com/good_dochi/status/1576998261763715072
56,2022-02-08 05:13:04+00:00,a01086147617,a01086147617@gmail.com,"트랜스젠더는 정신질환자다. 사슴이 뿔을 떼고 수염 붙여도 호랑이가 되지 않는다. 남자가 가슴에 실리콘 넣어 볼륨 만들고 화장을 해도, 아이를 낳을 수 없고, 모유도 나오지 않는다. 스스로 여자로 착각할 뿐이다. 표를 얻기 위해, 치유받아야 할 트랜스젠더를 부추기는 정치인 역시 정신질환자다.",https://twitter.com/a01086147617/status/1490916567928156160
57,2022-10-24 03:25:31+00:00,muk_hy,묵,"화장 꾸밈노동에 들어가는 돈시간 생각하면 
남자들이 여자들도 군대어쩌고 좀 이해돼
좀 억울함
국민 전체가 예쁘게 화장하고 다녓음 좋겟음
나만하긴 억울함",https://twitter.com/muk_hy/status/1584385573665787904
58,2022-08-19 08:25:47+00:00,wns7952,지망짱_앤_백자성 ⬛⬜ / 💜🕶 / 🍖💛 / 🌺🌼🐤 / 🌺 / 🐰🌨️,"이제 슬슬 이상한 나라의 앨리스 코스프레를 준비해야 할 것 같다…

8월 말 아니면 9월 초에 할 것 같은데…

그런데 어차피 남자 화장은 할 줄 알아도 여자 화장은 할 줄 모르니 큰 의미는 없을 듯",https://twitter.com/wns7952/status/1560543538730807297
59,2022-02-11 13:59:18+00:00,tbtfttp,핑체,"오늘 친구가 어떤 남자가 좋냐길래

일단 잘생기고 (싸불먹음)
자기관리 잘해야 됨
똑똑해야 됨
눈썹이 잘생겨야 됨
안광이 맑아야 됨
눈이 순하고 동글동글 예쁘고 귀여워야 됨
피아노나 기타 연주할 줄 알아야 됨
집돌인데 나랑 놀러나가면 재밌게 놀 줄 알아야 됨
요리 잘해야 됨

이 정도ㅋㅋ",https://twitter.com/tbtfttp/status/1492136162848538624
60,2022-10-10 13:16:26+00:00,yooaremyboo,유부🫧,"오히려 화장기 없는 얼굴이라서 더좋은게뭐냐면요
이 남자가 서있는 곳이라면 어디든 바로 무대로 여겨지는고야 .. 짙은화장과화려한스타일링 등의 다른 부수적인 것들은 필요로 하지 않다고 느껴지게끔ㅜㅜ
오직 본인이 갖고잇는 락스타의 아우라만으로 공간을 제것으로 만들어버리는 남자 🥹🫶 https://t.co/BzuDZP5DrF",https://twitter.com/yooaremyboo/status/1579460851249336322
61,2022-09-01 09:45:38+00:00,dabta82,🤣다비타,"이 남자때문에 평생 안할껄 해보고 내 생전에 유료결제는 없는 삶이였는데 네이버박스 연간권 결갈함 도저히 폰이 감당을 못하네요🤣🤣🤣🤣🤣
180기가 1년 3만3천원 결갈했으니 모아모아서 디지털 액자 사서 화장대에 놓고 보고 싶은데 나 혼자 괜히 눈치봄ㅋㅋ https://t.co/t5iGMUifDR",https://twitter.com/dabta82/status/1565274673331728385
62,2022-01-31 04:44:49+00:00,ouilj4915,르,@WE_THE_BOYZ 진짜 자기관리 하는 남자… 기분 째진다,https://twitter.com/ouilj4915/status/1488010354994995202
63,2022-10-04 09:39:17+00:00,kwcharming,킹왕창,"DAY6
최애사진 꽤오랫동안 화장솜창민이었는데 어제부로 오른쪽창민(?으로 바뀜..저 사진은 차마 수식어를 붙일수도없음..두사진 비교해보면 딱 소년에서 남자가 된,,분위기부터 달라! 20대후반의 김창민과 서른을 삼개월앞둔 김창민..남자는 서른부터라는데 서른의 김창민 얼마나 더멋질지 매우기대돼 https://t.co/odt3Ca3wr4",https://twitter.com/kwcharming/status/1577231877236133888
64,2022-08-04 14:36:09+00:00,bung2_,메탈피지컬발톱,"@_040323436742 드랙퀸.이라고하는거애요
겨털다리털수북한남자가 갸루화장하는거임
저는않조아함",https://twitter.com/bung2_/status/1555200925975089152
65,2022-11-18 07:34:50+00:00,mikasaisdalcom,몸빵전사,"걍 이제 남자 불신 생김
그리고 애초에 남자보면 맘에 안들어 죽겠음
그냥 잘해준다고 딸랑 마음 주기엔...
좀 이상하잖아 
나도 ^^자기관리^^기본으로 되는 남자한테 대쉬하고픔 
아니..아예 남자한테 대쉬하기시름..
여자만나고픔..
나는 마음이 으른인 사람 좀만나고싶음...",https://twitter.com/mikasaisdalcom/status/1593508013259702272
66,2022-05-17 02:12:32+00:00,doogen_say,두근두근 대사봇,"“아니 산올라가는데 화장을 왜 하냐고-뭐 잘보일 남자라도 있냐?”
‘뭔소리야~야 남자라고는 딸랑 넷인데 한명은 유부남이고 둘은 여자친구 있고 그리고 한명은 넌데 뭐?’
“어..”
[♬]
-131117",https://twitter.com/doogen_say/status/1526385147506876416
67,2022-06-19 16:00:34+00:00,jchen_xoxo,🐥 희,"겸님이 말해주셔서 갑자기 생각남
마석도 동생 희… 본가에서 사는 중인데 마석도 놀러올 때마다 맨날 용돈 달라, 강력반 잘생긴 오빠 소개해달라 하더니 어느 순간부터 집에 와도 희가 없는 거임, 아니면 인사만 하고 바로 나가거나. 딱 봐도 화장 열심히 하고 꾸민 거 보니까 남자 생긴 더 같아서",https://twitter.com/jchen_xoxo/status/1538552326298157057
68,2022-06-22 06:39:45+00:00,BassCola16,콜라_쿤 @사무라이_하트,@i_go_alcha_brue 저는 좀 많이 그렇네요….. 화장을 하고 꾸미든 운동을 하든 뭘 하든 그냥 본인 만족일 수 있는건데 굳이 찝어서 남자 생겼다느니….. 저 같으면 마음속에서 한번 걸렀어요,https://twitter.com/BassCola16/status/1539498357319577601
69,2022-10-30 08:29:59+00:00,stay_stella02,스텔라🐳,"고닥교 동창 남자놈 만나러 가는데 언니가 화장해주고,, 괜히 기대치 높아짐 개킹받 ㅠ 언니 고마워 ㅠ",https://twitter.com/stay_stella02/status/1586636521259442177
70,2022-05-17 09:13:49+00:00,B_so_owo,김비소,"@sikhey_ 아니 두 배로 좋은데???
통통한 건 남자 기준
약간 포근하고 등치 큰 게 좋아
키 말고
여자는 오히려 마른게 조아
자기관리 잘 하는 여자...
근데 먹기도 잘 먹어???
진짜 천생연분",https://twitter.com/B_so_owo/status/1526491166039896064
71,2022-07-19 07:24:10+00:00,Collapse_E,몰,아 흐발 개웃겨 애들이랑 시드 수염 이야기하면서 산크레드랑 에메트셀크 이야기하는데 산크레드는 민필리아 없을 때 수염 안 깎는다고 에메트셀크는 아젬 없어도 자기관리 레전드란 말 하니까 ㅠㅋㅋㅋㅋㅋㅋㅋ 너무웃겪음 역시내남편인거지다된남자에메트셀크,https://twitter.com/Collapse_E/status/1549294008513744902
72,2022-04-27 08:33:13+00:00,Susuhada1208,수,카맛삐 여자향수 뿌릴것같아 되게 향긋하고 생기돋는... 향수 종류별로 싹싹 쟁일것같아서 웃겨 집가면 화장대만 따로 있을것같은 남자,https://twitter.com/Susuhada1208/status/1519233190032191488
73,2022-07-19 21:56:07+00:00,iglyong6,🤸‍♀️익룡🧡,"@eaowanna 써치도 안 되게 적은건데 굳이 찾아오셔서 화를 내시네요
남자라 편하다는 말은 결국 누나들 불편했다는 거고, 화장 쎄게 했다는 언급도 제 기준에서는 사람 면전에서는 못할말 뒤에서 얘기한 느낌이라서요~
님이 글케 생각안하심 걍 지나가세유",https://twitter.com/iglyong6/status/1549513441295011840
74,2022-09-30 12:53:39+00:00,muffin7714,🖤촠멒,"나 잘생긴 남자 좋아하는데 막 완벽하게 자기관리 개쩌는 사람은 그닥 안 끌리는 듯 남자는 적당히 꼬질하면서 잘생긴게…..

예그냥밴드남례술충좋아합니다",https://twitter.com/muffin7714/status/1575831237348163585
75,2022-11-09 15:17:17+00:00,zakdooo,순수,아이돌은 진짜 좋다 남자애들이 매일매일 화장하다니 진짜좋다...,https://twitter.com/zakdooo/status/1590362901000650752
76,2022-09-01 07:40:28+00:00,miyuko031217,미유코(miyuko),@Cos_Code 원래 화장하는 남자갸 좋은거임 안꾸미고 자기관리 안하는 사람보다 백배천배 더멋있음,https://twitter.com/miyuko031217/status/1565243177443168256
77,2022-05-29 23:09:17+00:00,_Rolling_Bear,굴러가는곰,대충 해 넘기고 드큘 10주년 했으면 좋겠다 진한 화장한 남자 좀 구경해보자,https://twitter.com/_Rolling_Bear/status/1531050073982767104
78,2022-08-24 10:42:22+00:00,normal927,射猪者 愼大龍 🐉🐅🐎,"보통 남자가 면도를 해도 수염이 아무리 적게 나도 수염자국은 어쩔수가 없거든. 근데 남자가 그조차도 눈에 띄지않는다, 그럼 내시거나 화장을 하는거야. 아이돌애들 다 화장을 하니까 수염자국도 없는거야. 그리고 저녁때까지 그 얼굴을 하는거고.",https://twitter.com/normal927/status/1562389849465712640
79,2022-10-29 05:29:55+00:00,baboyeop,໊,"주기적으로 추가 공부하는 남자
자기관리 한다고 짬뽕 시켜서 야채만 골라먹는 남자",https://twitter.com/baboyeop/status/1586228815969517568
80,2022-07-31 08:35:51+00:00,4cans10000won,김터벅,남자로 태어나고싶어.... 난 화장싫다고,https://twitter.com/4cans10000won/status/1553660702258130947
81,2022-08-15 17:25:36+00:00,myhappylittle0,울보,키188에 경찰제복입고다니면사(수상한페티쉬아니고 진짜본인직업입) 머리는빡빡인데 보라색립바르고 화장하고다니는남자어때,https://twitter.com/myhappylittle0/status/1559229836186779648
82,2022-09-27 15:06:00+00:00,theduck0609,12월 내내 바쁜 국산더덕,"근데 새삼 빡친다. 여자는 남자보다 생리적으로 들어가는 비용이 많거든.
좆같이 비싼 탐폰이라던가…직업상 화장해야하는 경우는 화장품까지 추가적으로 많이 들고 같은 옷인데 구린 재질임에도 여자옷이 더 쳐 비싼 경우가 많거든.
아 썅-_-",https://twitter.com/theduck0609/status/1574777380953985030
83,2022-06-09 13:30:06+00:00,Mm0_TAL,무탈,"무슨… 뭔가 이상한 짤 보일 때마다 이 남자의 과거가 궁금해짐
근데 만만치 않아
난 아직도 그… 그 화장의 피피가 잊히지 않는다고 꿈에 나올 거 같아…….",https://twitter.com/Mm0_TAL/status/1534890581758922754
84,2022-07-13 06:45:29+00:00,h_artistlifekr,세라,이연 작가님 글? 내가 아는 그 이연 작가님이신가? 화장을 지워주는 남자 살아남은 로맨스 그분??????,https://twitter.com/h_artistlifekr/status/1547109945593643010
